date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:56:41	12834/12834	---MCZ	200	added ('OK')	text/css	etag:W/%22633928b5-3222%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/build/elements/element-video-lightbox.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/build/elements/element-video-lightbox.css	(from https://seanobrien.com.au/)
19:56:42	4800/4800	---MCZ	200	added ('OK')	text/css	etag:W/%22633928b4-12c0%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/build/elements/element-clients.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/build/elements/element-clients.css	(from https://seanobrien.com.au/)
19:56:43	39474/39474	---MCZ	200	added ('OK')	text/css	etag:W/%22633928b4-9a32%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/build/responsive.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/build/responsive.css	(from https://seanobrien.com.au/)
19:56:44	55374/55374	---MCZ	200	added ('OK')	text/css	etag:W/%22633928b4-d84e%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/build/skin-material.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/build/skin-material.css	(from https://seanobrien.com.au/)
19:56:45	3598/3598	---MCZ	200	added ('OK')	text/css	etag:W/%22652f7e97-e0e%22	https://aus120.b-cdn.net/wp-content/uploads/salient/menu-dynamic.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/salient/menu-dynamic.css	(from https://seanobrien.com.au/)
19:56:47	144894/144894	---MCZ	200	added ('OK')	text/css	etag:W/%226345f997-235fe%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/salient-dynamic-styles.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/salient-dynamic-styles.css	(from https://seanobrien.com.au/)
19:56:47	10818/10818	---MCZ	200	added ('OK')	text/css	etag:W/%226345fe39-2a42%22	https://aus120.b-cdn.net/wp-content/themes/aus120-child/style.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120-child/style.css	(from https://seanobrien.com.au/)
19:56:48	11899/11899	---MCZ	200	added ('OK')	text/css	etag:W/%22633928b4-2e7b%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/build/blog/auto-masonry-meta-overlaid-spaced.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/build/blog/auto-masonry-meta-overlaid-spaced.css	(from https://seanobrien.com.au/)
19:56:49	41217/41217	---MCZ	200	added ('OK')	text/css	etag:W/%22633928b4-a101%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/build/elements/element-post-grid.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/build/elements/element-post-grid.css	(from https://seanobrien.com.au/)
19:56:51	87482/87482	---MCZ	200	added ('OK')	application/javascript	etag:W/%22652f7ec9-155ba%22	https://aus120.b-cdn.net/wp-includes/js/jquery/jquery.min.js	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-includes/js/jquery/jquery.min.js	(from https://seanobrien.com.au/)
19:56:51	1387/1387	---MCZ	200	added ('OK')	text/css	etag:W/%2254996d38-56b%22	https://aus120.b-cdn.net/wp-content/plugins/wp-table-reloaded/css/plugin.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/plugins/wp-table-reloaded/css/plugin.css	(from https://seanobrien.com.au/)
19:56:52	2216/2216	---MCZ	200	added ('OK')	text/css	etag:W/%225499695b-8a8%22	https://aus120.b-cdn.net/wp-content/plugins/wp-table-reloaded/css/datatables.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/plugins/wp-table-reloaded/css/datatables.css	(from https://seanobrien.com.au/)
19:56:53	4776/4776	---M--	200	added ('OK')	image/png	etag:%2212a8-528949f833400%22	https://aus120.b-cdn.net/wp-content/uploads/logo.png	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/logo.png	(from https://seanobrien.com.au/)
19:56:55	249553/249553	---M--	200	added ('OK')	image/jpeg	etag:%223ced1-52f41496fd9c0%22	https://aus120.b-cdn.net/wp-content/uploads/sean-obrien-aus120-header-1-4.jpg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/sean-obrien-aus120-header-1-4.jpg	(from https://seanobrien.com.au/)
19:56:56	8619/8619	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a957c46-21ab%22	https://aus120.b-cdn.net/wp-content/uploads/australia.svg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/australia.svg	(from https://seanobrien.com.au/)
19:56:57	4277/4277	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a92f1a8-10b5%22	https://aus120.b-cdn.net/wp-content/uploads/brisbane-logo-dark.svg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/brisbane-logo-dark.svg	(from https://seanobrien.com.au/)
19:56:58	7160/7160	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a95875e-1bf8%22	https://aus120.b-cdn.net/wp-content/uploads/starboard-word.svg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/starboard-word.svg	(from https://seanobrien.com.au/)
19:56:59	1940/1940	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a9581f5-794%22	https://aus120.b-cdn.net/wp-content/uploads/severne-SV-BOOM-black.svg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/severne-SV-BOOM-black.svg	(from https://seanobrien.com.au/)
19:56:59	4398/4398	---M--	200	added ('OK')	image/png	etag:%22112e-52f41512f7e40%22	https://aus120.b-cdn.net/wp-content/uploads/sponsor-superfit-1.png	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/sponsor-superfit-1.png	(from https://seanobrien.com.au/)
19:57:01	10773/10773	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a957eec-2a15%22	https://aus120.b-cdn.net/wp-content/uploads/jobfins-black.svg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/jobfins-black.svg	(from https://seanobrien.com.au/)
19:57:02	8319/8319	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a957d7d-207f%22	https://aus120.b-cdn.net/wp-content/uploads/52inkicks-logo-black.svg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/52inkicks-logo-black.svg	(from https://seanobrien.com.au/)
19:57:03	1861/1861	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a958102-745%22	https://aus120.b-cdn.net/wp-content/uploads/SLAKE-black.svg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/SLAKE-black.svg	(from https://seanobrien.com.au/)
19:57:03	66097/66097	---M--	200	added ('OK')	image/jpeg	etag:%2210231-565aad9b644c0%22	https://aus120.b-cdn.net/wp-content/uploads/screens.jpg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/screens.jpg	(from https://seanobrien.com.au/)
19:57:05	14617/14617	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a9306b9-3919%22	https://aus120.b-cdn.net/wp-content/uploads/World-Sailing-Logo.svg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/World-Sailing-Logo.svg	(from https://seanobrien.com.au/)
19:57:06	4434/4434	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a92f1a9-1152%22	https://aus120.b-cdn.net/wp-content/uploads/brisbane-logo-white.svg	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/uploads/brisbane-logo-white.svg	(from https://seanobrien.com.au/)
19:57:07	52916/52916	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654c7276-ceb4%22	https://aus120.b-cdn.net/wp-content/plugins/perfmatters/js/analytics.js	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/plugins/perfmatters/js/analytics.js	(from https://seanobrien.com.au/)
19:57:07	51880/51880	---MCZ	200	added ('OK')	text/css	etag:W/%226345359d-caa8%22	https://aus120.b-cdn.net/wp-content/plugins/js_composer_salient/assets/lib/bower/animate-css/animate.min.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/plugins/js_composer_salient/assets/lib/bower/animate-css/animate.min.css	(from https://seanobrien.com.au/)
19:57:08	24778/24778	---MCZ	200	added ('OK')	text/css	etag:W/%22633928b4-60ca%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/build/style-non-critical.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/build/style-non-critical.css	(from https://seanobrien.com.au/)
19:57:09	13897/13897	---MCZ	200	added ('OK')	text/css	etag:W/%22633928b5-3649%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/build/plugins/jquery.fancybox.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/build/plugins/jquery.fancybox.css	(from https://seanobrien.com.au/)
19:57:10	22606/22606	---MCZ	200	added ('OK')	text/css	etag:W/%22633928b5-584e%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/build/off-canvas/core.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/build/off-canvas/core.css	(from https://seanobrien.com.au/)
19:57:11	5991/5991	---MCZ	200	added ('OK')	text/css	etag:W/%22633928b5-1767%22	https://aus120.b-cdn.net/wp-content/themes/aus120/css/build/off-canvas/simple-dropdown.css	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/css/build/off-canvas/simple-dropdown.css	(from https://seanobrien.com.au/)
19:57:12	2392/2392	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633928c4-958%22	https://aus120.b-cdn.net/wp-content/themes/aus120/js/build/third-party/jquery.easing.min.js	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/js/build/third-party/jquery.easing.min.js	(from https://seanobrien.com.au/)
19:57:13	2711/2711	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633928c4-a97%22	https://aus120.b-cdn.net/wp-content/themes/aus120/js/build/third-party/jquery.mousewheel.min.js	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/js/build/third-party/jquery.mousewheel.min.js	(from https://seanobrien.com.au/)
19:57:14	1880/1880	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633928c3-758%22	https://aus120.b-cdn.net/wp-content/themes/aus120/js/build/priority.js	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/js/build/priority.js	(from https://seanobrien.com.au/)
19:57:15	7416/7416	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633928c4-1cf8%22	https://aus120.b-cdn.net/wp-content/themes/aus120/js/build/third-party/transit.min.js	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/js/build/third-party/transit.min.js	(from https://seanobrien.com.au/)
19:57:16	8999/8999	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633928c4-2327%22	https://aus120.b-cdn.net/wp-content/themes/aus120/js/build/third-party/waypoints.js	/home/yousif/websites/Sean%20Portfolio/aus120.b-cdn.net/wp-content/themes/aus120/js/build/third-party/waypoints.js	(from https://seanobrien.com.au/)
